GEO.id,GEO.id2,GEO.display-label,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04
Id,Id2,Geography,Estimate; Median age -- - Total:,Margin of Error; Median age -- - Total:,Estimate; Median age -- - Male,Margin of Error; Median age -- - Male,Estimate; Median age -- - Female,Margin of Error; Median age -- - Female
1400000US06073000100,06073000100,"Census Tract 1, San Diego County, California",55.9,5.1,56.6,6.2,55.1,7.4
1400000US06073000201,06073000201,"Census Tract 2.01, San Diego County, California",46.4,2.2,43.3,6.3,47.2,5.3
1400000US06073000202,06073000202,"Census Tract 2.02, San Diego County, California",35.8,2.3,37.0,4.5,33.8,2.4
1400000US06073000300,06073000300,"Census Tract 3, San Diego County, California",38.7,5.0,42.1,3.2,34.0,6.8
1400000US06073000400,06073000400,"Census Tract 4, San Diego County, California",34.0,3.0,35.3,3.0,32.6,2.9
1400000US06073000500,06073000500,"Census Tract 5, San Diego County, California",36.9,2.9,38.8,5.2,36.8,1.7
1400000US06073000600,06073000600,"Census Tract 6, San Diego County, California",41.7,2.8,43.0,3.6,40.6,3.9
1400000US06073000700,06073000700,"Census Tract 7, San Diego County, California",39.9,4.9,40.0,6.9,38.7,7.8
1400000US06073000800,06073000800,"Census Tract 8, San Diego County, California",43.1,5.3,42.0,9.2,43.6,4.7
1400000US06073000900,06073000900,"Census Tract 9, San Diego County, California",35.4,2.6,37.2,5.0,34.0,2.7
1400000US06073001000,06073001000,"Census Tract 10, San Diego County, California",32.8,1.8,32.9,2.9,32.6,2.3
1400000US06073001100,06073001100,"Census Tract 11, San Diego County, California",32.8,1.4,32.3,1.8,33.5,1.4
1400000US06073001200,06073001200,"Census Tract 12, San Diego County, California",35.7,2.7,38.3,5.6,34.6,4.5
1400000US06073001300,06073001300,"Census Tract 13, San Diego County, California",31.6,1.4,32.5,1.8,30.3,2.0
1400000US06073001400,06073001400,"Census Tract 14, San Diego County, California",39.7,2.7,41.8,2.0,36.2,3.8
1400000US06073001500,06073001500,"Census Tract 15, San Diego County, California",35.9,2.1,36.4,1.4,32.8,6.0
1400000US06073001600,06073001600,"Census Tract 16, San Diego County, California",32.3,4.2,30.7,4.9,33.0,5.8
1400000US06073001700,06073001700,"Census Tract 17, San Diego County, California",33.2,2.7,34.2,4.7,32.8,2.0
1400000US06073001800,06073001800,"Census Tract 18, San Diego County, California",31.2,1.4,32.0,2.9,30.2,2.9
1400000US06073001900,06073001900,"Census Tract 19, San Diego County, California",43.4,1.7,43.0,1.8,44.2,3.0
1400000US06073002001,06073002001,"Census Tract 20.01, San Diego County, California",50.7,1.3,48.7,2.7,52.1,3.8
1400000US06073002002,06073002002,"Census Tract 20.02, San Diego County, California",38.9,2.7,38.3,6.9,39.1,7.5
1400000US06073002100,06073002100,"Census Tract 21, San Diego County, California",36.5,2.5,36.8,2.3,35.6,5.8
1400000US06073002201,06073002201,"Census Tract 22.01, San Diego County, California",26.0,2.4,26.5,3.6,25.5,2.4
1400000US06073002202,06073002202,"Census Tract 22.02, San Diego County, California",28.0,3.2,27.1,4.9,29.6,5.3
1400000US06073002301,06073002301,"Census Tract 23.01, San Diego County, California",30.0,1.6,29.0,2.2,32.1,5.6
1400000US06073002302,06073002302,"Census Tract 23.02, San Diego County, California",27.2,3.2,28.2,3.4,26.4,3.7
1400000US06073002401,06073002401,"Census Tract 24.01, San Diego County, California",30.0,1.5,29.5,1.3,33.2,3.6
1400000US06073002402,06073002402,"Census Tract 24.02, San Diego County, California",25.9,2.1,23.8,3.3,30.1,4.1
1400000US06073002501,06073002501,"Census Tract 25.01, San Diego County, California",30.4,4.7,26.9,3.1,35.4,3.4
1400000US06073002502,06073002502,"Census Tract 25.02, San Diego County, California",31.9,2.7,30.0,3.0,33.2,6.6
1400000US06073002601,06073002601,"Census Tract 26.01, San Diego County, California",26.6,3.1,28.5,3.8,25.4,2.9
1400000US06073002602,06073002602,"Census Tract 26.02, San Diego County, California",25.9,2.6,26.3,4.9,25.8,2.9
1400000US06073002702,06073002702,"Census Tract 27.02, San Diego County, California",28.4,0.8,28.3,0.7,28.7,3.2
1400000US06073002703,06073002703,"Census Tract 27.03, San Diego County, California",30.9,3.5,30.5,4.5,32.2,5.4
1400000US06073002705,06073002705,"Census Tract 27.05, San Diego County, California",38.9,4.2,38.6,2.9,40.3,9.0
1400000US06073002707,06073002707,"Census Tract 27.07, San Diego County, California",26.1,3.6,28.0,9.1,25.8,4.3
1400000US06073002708,06073002708,"Census Tract 27.08, San Diego County, California",26.0,2.9,26.2,4.7,25.5,3.4
1400000US06073002709,06073002709,"Census Tract 27.09, San Diego County, California",29.8,5.7,26.9,7.0,32.6,5.6
1400000US06073002710,06073002710,"Census Tract 27.10, San Diego County, California",26.5,3.7,26.1,3.1,28.6,5.7
1400000US06073002711,06073002711,"Census Tract 27.11, San Diego County, California",27.8,6.0,24.9,2.8,31.6,4.7
1400000US06073002712,06073002712,"Census Tract 27.12, San Diego County, California",32.7,4.0,31.8,3.1,35.0,6.3
1400000US06073002801,06073002801,"Census Tract 28.01, San Diego County, California",20.8,0.6,21.1,0.8,20.6,0.7
1400000US06073002803,06073002803,"Census Tract 28.03, San Diego County, California",34.2,5.6,35.2,7.5,32.9,6.4
1400000US06073002804,06073002804,"Census Tract 28.04, San Diego County, California",24.4,4.2,26.4,4.4,23.3,4.1
1400000US06073002902,06073002902,"Census Tract 29.02, San Diego County, California",30.5,2.4,28.6,2.9,32.3,3.3
1400000US06073002903,06073002903,"Census Tract 29.03, San Diego County, California",33.1,3.0,32.0,3.1,35.9,5.3
1400000US06073002904,06073002904,"Census Tract 29.04, San Diego County, California",21.3,0.7,22.2,0.6,20.4,0.6
1400000US06073002905,06073002905,"Census Tract 29.05, San Diego County, California",29.1,3.3,27.7,5.9,32.2,9.2
1400000US06073003001,06073003001,"Census Tract 30.01, San Diego County, California",32.2,11.7,29.7,12.0,32.8,15.8
1400000US06073003003,06073003003,"Census Tract 30.03, San Diego County, California",34.4,3.6,31.6,5.7,35.6,2.3
1400000US06073003004,06073003004,"Census Tract 30.04, San Diego County, California",26.9,1.8,28.8,4.0,25.8,2.5
1400000US06073003101,06073003101,"Census Tract 31.01, San Diego County, California",32.3,3.0,30.7,2.7,36.1,8.0
1400000US06073003103,06073003103,"Census Tract 31.03, San Diego County, California",32.7,2.4,33.3,3.5,31.6,4.8
1400000US06073003105,06073003105,"Census Tract 31.05, San Diego County, California",36.2,4.4,30.5,1.7,39.8,2.1
1400000US06073003107,06073003107,"Census Tract 31.07, San Diego County, California",31.8,1.5,30.0,4.7,32.5,4.3
1400000US06073003108,06073003108,"Census Tract 31.08, San Diego County, California",31.8,1.9,31.5,3.3,32.8,4.1
1400000US06073003109,06073003109,"Census Tract 31.09, San Diego County, California",38.4,3.5,38.2,4.2,40.0,7.1
1400000US06073003111,06073003111,"Census Tract 31.11, San Diego County, California",27.5,2.9,24.4,2.4,31.3,5.7
1400000US06073003112,06073003112,"Census Tract 31.12, San Diego County, California",34.0,7.6,28.6,11.1,38.5,3.2
1400000US06073003113,06073003113,"Census Tract 31.13, San Diego County, California",39.3,4.5,35.6,5.4,43.5,10.4
1400000US06073003114,06073003114,"Census Tract 31.14, San Diego County, California",32.8,2.1,31.2,2.6,35.5,4.5
1400000US06073003115,06073003115,"Census Tract 31.15, San Diego County, California",34.8,2.9,31.5,3.6,38.8,1.8
1400000US06073003201,06073003201,"Census Tract 32.01, San Diego County, California",27.7,1.6,27.3,2.3,28.0,1.9
1400000US06073003202,06073003202,"Census Tract 32.02, San Diego County, California",32.5,3.7,29.4,3.9,38.6,4.8
1400000US06073003204,06073003204,"Census Tract 32.04, San Diego County, California",40.6,3.9,36.9,7.7,42.6,7.2
1400000US06073003207,06073003207,"Census Tract 32.07, San Diego County, California",38.4,2.5,35.6,2.8,41.3,3.0
1400000US06073003208,06073003208,"Census Tract 32.08, San Diego County, California",32.2,1.6,30.7,2.3,33.5,2.3
1400000US06073003209,06073003209,"Census Tract 32.09, San Diego County, California",30.5,2.6,25.5,4.1,31.9,3.0
1400000US06073003211,06073003211,"Census Tract 32.11, San Diego County, California",37.4,2.9,35.8,1.9,39.2,2.6
1400000US06073003212,06073003212,"Census Tract 32.12, San Diego County, California",41.0,3.4,40.6,3.5,41.3,5.9
1400000US06073003213,06073003213,"Census Tract 32.13, San Diego County, California",40.6,5.7,35.3,4.4,46.6,5.2
1400000US06073003214,06073003214,"Census Tract 32.14, San Diego County, California",30.5,3.0,29.5,3.9,32.2,3.6
1400000US06073003301,06073003301,"Census Tract 33.01, San Diego County, California",29.6,3.7,26.9,1.5,32.6,5.9
1400000US06073003303,06073003303,"Census Tract 33.03, San Diego County, California",27.0,4.3,23.6,6.2,29.1,3.2
1400000US06073003304,06073003304,"Census Tract 33.04, San Diego County, California",23.3,1.9,22.4,3.3,24.2,3.2
1400000US06073003305,06073003305,"Census Tract 33.05, San Diego County, California",27.8,4.3,23.0,3.8,31.2,3.3
1400000US06073003401,06073003401,"Census Tract 34.01, San Diego County, California",31.6,5.3,27.4,1.6,39.8,3.7
1400000US06073003403,06073003403,"Census Tract 34.03, San Diego County, California",28.5,3.6,26.9,4.9,30.7,6.4
1400000US06073003404,06073003404,"Census Tract 34.04, San Diego County, California",26.7,1.7,26.5,2.5,27.1,2.4
1400000US06073003501,06073003501,"Census Tract 35.01, San Diego County, California",25.1,3.6,25.8,4.6,24.4,5.1
1400000US06073003502,06073003502,"Census Tract 35.02, San Diego County, California",28.0,2.0,25.4,3.3,30.1,2.7
1400000US06073003601,06073003601,"Census Tract 36.01, San Diego County, California",25.2,2.0,25.4,5.0,25.2,4.1
1400000US06073003602,06073003602,"Census Tract 36.02, San Diego County, California",26.7,2.7,24.3,3.8,27.7,1.4
1400000US06073003603,06073003603,"Census Tract 36.03, San Diego County, California",27.2,2.5,24.9,5.2,27.7,2.1
1400000US06073003800,06073003800,"Census Tract 38, San Diego County, California",23.7,0.5,23.7,0.6,23.9,1.4
1400000US06073003901,06073003901,"Census Tract 39.01, San Diego County, California",24.6,1.9,22.8,2.3,28.4,3.0
1400000US06073003902,06073003902,"Census Tract 39.02, San Diego County, California",29.0,4.0,29.2,5.3,26.9,7.7
1400000US06073004000,06073004000,"Census Tract 40, San Diego County, California",26.8,2.4,26.0,2.3,28.1,3.9
1400000US06073004100,06073004100,"Census Tract 41, San Diego County, California",31.2,1.9,31.7,3.3,30.3,2.6
1400000US06073004200,06073004200,"Census Tract 42, San Diego County, California",39.0,3.0,38.8,3.7,39.6,5.1
1400000US06073004300,06073004300,"Census Tract 43, San Diego County, California",37.4,1.4,39.2,3.4,36.6,2.1
1400000US06073004400,06073004400,"Census Tract 44, San Diego County, California",35.2,2.1,36.6,2.6,34.4,2.5
1400000US06073004501,06073004501,"Census Tract 45.01, San Diego County, California",30.0,2.1,29.9,2.1,30.6,2.8
1400000US06073004600,06073004600,"Census Tract 46, San Diego County, California",34.1,1.7,34.1,3.4,34.2,3.1
1400000US06073004700,06073004700,"Census Tract 47, San Diego County, California",31.8,3.3,29.2,4.8,33.5,6.5
1400000US06073004800,06073004800,"Census Tract 48, San Diego County, California",29.1,3.1,27.6,3.6,29.6,2.3
1400000US06073004900,06073004900,"Census Tract 49, San Diego County, California",26.8,3.6,26.3,3.1,29.3,5.3
1400000US06073005000,06073005000,"Census Tract 50, San Diego County, California",25.8,1.6,25.6,2.1,27.3,4.5
1400000US06073005100,06073005100,"Census Tract 51, San Diego County, California",35.8,4.0,38.6,4.7,31.7,2.9
1400000US06073005200,06073005200,"Census Tract 52, San Diego County, California",31.4,2.1,31.9,2.7,30.1,3.6
1400000US06073005300,06073005300,"Census Tract 53, San Diego County, California",37.8,2.6,38.8,2.3,35.4,3.8
1400000US06073005400,06073005400,"Census Tract 54, San Diego County, California",41.0,2.7,42.0,2.7,39.6,4.6
1400000US06073005500,06073005500,"Census Tract 55, San Diego County, California",24.0,2.2,24.2,1.3,-,**
1400000US06073005600,06073005600,"Census Tract 56, San Diego County, California",35.6,3.3,39.1,4.9,33.8,2.9
1400000US06073005700,06073005700,"Census Tract 57, San Diego County, California",41.4,7.6,43.4,7.5,36.1,12.0
1400000US06073005800,06073005800,"Census Tract 58, San Diego County, California",30.9,2.1,32.3,1.7,28.7,2.9
1400000US06073005900,06073005900,"Census Tract 59, San Diego County, California",34.0,5.2,38.5,6.0,32.0,2.4
1400000US06073006000,06073006000,"Census Tract 60, San Diego County, California",45.7,3.1,45.4,2.7,46.8,7.1
1400000US06073006100,06073006100,"Census Tract 61, San Diego County, California",33.2,2.4,32.3,4.4,33.6,2.4
1400000US06073006200,06073006200,"Census Tract 62, San Diego County, California",22.3,3.6,22.3,3.6,-,**
1400000US06073006300,06073006300,"Census Tract 63, San Diego County, California",19.9,0.3,19.8,0.3,21.2,1.0
1400000US06073006500,06073006500,"Census Tract 65, San Diego County, California",47.2,7.4,44.5,11.6,52.0,9.7
1400000US06073006600,06073006600,"Census Tract 66, San Diego County, California",23.0,1.2,24.3,1.6,15.6,12.6
1400000US06073006801,06073006801,"Census Tract 68.01, San Diego County, California",35.4,4.9,38.4,2.8,31.7,4.4
1400000US06073006802,06073006802,"Census Tract 68.02, San Diego County, California",28.7,2.1,29.2,2.1,27.8,2.9
1400000US06073006900,06073006900,"Census Tract 69, San Diego County, California",39.8,4.4,36.3,9.1,41.9,4.8
1400000US06073007002,06073007002,"Census Tract 70.02, San Diego County, California",48.6,1.4,46.9,1.9,50.1,1.4
1400000US06073007100,06073007100,"Census Tract 71, San Diego County, California",49.9,3.3,50.3,4.9,49.7,6.2
1400000US06073007200,06073007200,"Census Tract 72, San Diego County, California",25.2,4.3,25.7,6.4,24.2,7.5
1400000US06073007301,06073007301,"Census Tract 73.01, San Diego County, California",35.1,1.8,38.2,5.4,33.8,3.8
1400000US06073007302,06073007302,"Census Tract 73.02, San Diego County, California",45.4,4.6,45.9,6.3,44.9,5.7
1400000US06073007400,06073007400,"Census Tract 74, San Diego County, California",35.1,2.0,35.4,2.2,34.5,4.4
1400000US06073007501,06073007501,"Census Tract 75.01, San Diego County, California",31.8,3.4,31.9,4.5,31.1,5.2
1400000US06073007502,06073007502,"Census Tract 75.02, San Diego County, California",33.4,2.4,34.2,3.1,32.8,3.7
1400000US06073007600,06073007600,"Census Tract 76, San Diego County, California",31.7,5.0,27.5,11.9,34.1,8.5
1400000US06073007701,06073007701,"Census Tract 77.01, San Diego County, California",32.7,3.8,33.7,4.8,31.3,4.8
1400000US06073007702,06073007702,"Census Tract 77.02, San Diego County, California",30.5,2.1,32.1,5.2,29.6,1.8
1400000US06073007800,06073007800,"Census Tract 78, San Diego County, California",28.8,0.9,28.6,0.9,29.2,2.2
1400000US06073007903,06073007903,"Census Tract 79.03, San Diego County, California",28.6,1.1,29.0,2.3,28.1,2.6
1400000US06073007905,06073007905,"Census Tract 79.05, San Diego County, California",26.5,2.8,25.9,2.2,28.7,2.6
1400000US06073007907,06073007907,"Census Tract 79.07, San Diego County, California",29.0,1.4,29.3,1.2,28.0,3.7
1400000US06073007908,06073007908,"Census Tract 79.08, San Diego County, California",28.6,1.8,28.0,2.1,29.5,4.2
1400000US06073007910,06073007910,"Census Tract 79.10, San Diego County, California",29.3,1.2,29.6,1.2,28.6,2.5
1400000US06073008002,06073008002,"Census Tract 80.02, San Diego County, California",37.0,3.4,36.6,5.0,38.3,6.2
1400000US06073008003,06073008003,"Census Tract 80.03, San Diego County, California",34.4,2.0,34.4,2.5,34.3,4.0
1400000US06073008006,06073008006,"Census Tract 80.06, San Diego County, California",31.4,1.9,35.0,2.1,29.5,1.3
1400000US06073008101,06073008101,"Census Tract 81.01, San Diego County, California",40.4,5.5,42.4,4.6,38.1,5.2
1400000US06073008102,06073008102,"Census Tract 81.02, San Diego County, California",44.2,3.1,42.2,9.4,45.3,3.1
1400000US06073008200,06073008200,"Census Tract 82, San Diego County, California",55.5,8.4,53.8,10.4,57.2,7.1
1400000US06073008301,06073008301,"Census Tract 83.01, San Diego County, California",60.2,5.4,56.8,3.3,61.6,3.2
1400000US06073008303,06073008303,"Census Tract 83.03, San Diego County, California",54.9,3.4,54.5,5.2,55.2,3.0
1400000US06073008305,06073008305,"Census Tract 83.05, San Diego County, California",19.8,0.3,20.1,1.5,19.6,0.3
1400000US06073008306,06073008306,"Census Tract 83.06, San Diego County, California",48.7,2.8,40.2,5.5,53.8,3.2
1400000US06073008307,06073008307,"Census Tract 83.07, San Diego County, California",49.1,2.5,46.5,6.6,50.1,1.8
1400000US06073008310,06073008310,"Census Tract 83.10, San Diego County, California",52.7,2.5,52.0,2.8,53.9,5.4
1400000US06073008311,06073008311,"Census Tract 83.11, San Diego County, California",49.8,3.6,49.0,6.4,51.4,4.6
1400000US06073008312,06073008312,"Census Tract 83.12, San Diego County, California",50.0,4.3,45.3,6.6,52.0,2.9
1400000US06073008313,06073008313,"Census Tract 83.13, San Diego County, California",49.5,3.5,49.3,3.4,49.7,5.0
1400000US06073008324,06073008324,"Census Tract 83.24, San Diego County, California",46.9,4.0,49.9,5.8,46.1,3.2
1400000US06073008327,06073008327,"Census Tract 83.27, San Diego County, California",39.7,2.8,38.5,2.6,41.5,3.9
1400000US06073008328,06073008328,"Census Tract 83.28, San Diego County, California",40.0,4.9,41.3,4.1,37.8,4.3
1400000US06073008329,06073008329,"Census Tract 83.29, San Diego County, California",35.5,2.3,34.5,1.9,37.3,2.9
1400000US06073008330,06073008330,"Census Tract 83.30, San Diego County, California",42.0,2.1,42.1,5.3,42.0,1.9
1400000US06073008331,06073008331,"Census Tract 83.31, San Diego County, California",41.9,1.8,40.0,4.4,42.9,2.5
1400000US06073008333,06073008333,"Census Tract 83.33, San Diego County, California",35.7,2.0,37.2,2.4,34.8,2.2
1400000US06073008335,06073008335,"Census Tract 83.35, San Diego County, California",36.8,1.0,36.1,4.7,37.7,2.0
1400000US06073008336,06073008336,"Census Tract 83.36, San Diego County, California",44.0,2.6,44.4,7.2,43.8,2.4
1400000US06073008337,06073008337,"Census Tract 83.37, San Diego County, California",40.2,2.2,38.6,3.0,40.9,3.1
1400000US06073008339,06073008339,"Census Tract 83.39, San Diego County, California",27.0,3.5,27.5,3.4,25.6,4.2
1400000US06073008340,06073008340,"Census Tract 83.40, San Diego County, California",30.3,1.8,29.3,1.8,31.6,1.6
1400000US06073008341,06073008341,"Census Tract 83.41, San Diego County, California",27.8,2.2,27.0,2.2,28.8,3.0
1400000US06073008343,06073008343,"Census Tract 83.43, San Diego County, California",24.1,1.6,24.0,4.0,24.1,1.8
1400000US06073008344,06073008344,"Census Tract 83.44, San Diego County, California",41.4,4.3,38.9,8.5,41.9,2.5
1400000US06073008345,06073008345,"Census Tract 83.45, San Diego County, California",50.1,6.1,42.2,8.3,57.7,2.9
1400000US06073008346,06073008346,"Census Tract 83.46, San Diego County, California",36.1,2.6,33.6,3.2,38.8,4.5
1400000US06073008347,06073008347,"Census Tract 83.47, San Diego County, California",37.7,1.6,34.8,3.0,42.2,4.7
1400000US06073008348,06073008348,"Census Tract 83.48, San Diego County, California",36.6,2.5,36.9,3.6,36.4,2.8
1400000US06073008349,06073008349,"Census Tract 83.49, San Diego County, California",41.6,2.1,38.6,7.4,46.5,8.5
1400000US06073008350,06073008350,"Census Tract 83.50, San Diego County, California",34.6,3.3,33.4,3.6,35.5,3.5
1400000US06073008351,06073008351,"Census Tract 83.51, San Diego County, California",32.9,3.1,27.1,2.9,37.1,5.2
1400000US06073008352,06073008352,"Census Tract 83.52, San Diego County, California",36.0,5.8,34.8,8.7,37.4,6.2
1400000US06073008353,06073008353,"Census Tract 83.53, San Diego County, California",36.6,2.9,34.1,2.5,41.5,5.4
1400000US06073008354,06073008354,"Census Tract 83.54, San Diego County, California",36.3,2.9,36.4,3.8,35.9,3.9
1400000US06073008355,06073008355,"Census Tract 83.55, San Diego County, California",37.0,2.5,36.8,4.1,37.3,3.5
1400000US06073008356,06073008356,"Census Tract 83.56, San Diego County, California",36.7,3.1,37.7,3.0,35.1,5.1
1400000US06073008357,06073008357,"Census Tract 83.57, San Diego County, California",33.3,1.5,31.9,2.0,34.2,3.0
1400000US06073008358,06073008358,"Census Tract 83.58, San Diego County, California",33.9,2.6,32.2,2.2,38.1,4.8
1400000US06073008359,06073008359,"Census Tract 83.59, San Diego County, California",29.4,1.4,29.1,1.4,30.3,2.5
1400000US06073008360,06073008360,"Census Tract 83.60, San Diego County, California",35.2,3.2,32.6,5.9,36.0,3.8
1400000US06073008361,06073008361,"Census Tract 83.61, San Diego County, California",26.4,6.3,23.0,7.7,29.3,6.4
1400000US06073008362,06073008362,"Census Tract 83.62, San Diego County, California",31.2,3.3,32.5,9.2,29.6,4.9
1400000US06073008363,06073008363,"Census Tract 83.63, San Diego County, California",26.4,1.5,25.3,2.6,27.3,1.8
1400000US06073008364,06073008364,"Census Tract 83.64, San Diego County, California",29.0,2.6,29.4,3.2,28.4,3.3
1400000US06073008365,06073008365,"Census Tract 83.65, San Diego County, California",38.0,4.8,36.7,1.6,44.0,4.0
1400000US06073008366,06073008366,"Census Tract 83.66, San Diego County, California",39.7,2.7,29.2,9.1,42.2,2.0
1400000US06073008501,06073008501,"Census Tract 85.01, San Diego County, California",35.9,2.7,34.2,4.1,37.9,3.3
1400000US06073008502,06073008502,"Census Tract 85.02, San Diego County, California",37.4,5.2,35.8,7.4,39.1,6.5
1400000US06073008503,06073008503,"Census Tract 85.03, San Diego County, California",43.0,2.5,40.7,4.9,47.0,2.7
1400000US06073008504,06073008504,"Census Tract 85.04, San Diego County, California",46.0,4.9,44.2,3.3,48.9,3.6
1400000US06073008505,06073008505,"Census Tract 85.05, San Diego County, California",36.1,3.2,35.5,4.2,36.7,7.7
1400000US06073008506,06073008506,"Census Tract 85.06, San Diego County, California",35.6,2.2,33.3,5.2,40.9,4.5
1400000US06073008507,06073008507,"Census Tract 85.07, San Diego County, California",40.1,2.0,41.5,5.9,39.7,3.0
1400000US06073008509,06073008509,"Census Tract 85.09, San Diego County, California",37.4,2.6,38.4,4.4,36.3,4.8
1400000US06073008510,06073008510,"Census Tract 85.10, San Diego County, California",39.8,3.6,39.9,3.4,38.9,5.0
1400000US06073008511,06073008511,"Census Tract 85.11, San Diego County, California",33.1,3.8,32.0,3.2,35.0,5.3
1400000US06073008512,06073008512,"Census Tract 85.12, San Diego County, California",44.4,1.5,44.6,2.2,44.1,2.9
1400000US06073008513,06073008513,"Census Tract 85.13, San Diego County, California",40.4,2.0,40.0,1.5,44.2,8.7
1400000US06073008600,06073008600,"Census Tract 86, San Diego County, California",33.4,2.8,31.2,2.9,35.7,2.9
1400000US06073008701,06073008701,"Census Tract 87.01, San Diego County, California",29.7,1.5,28.9,3.0,29.8,3.0
1400000US06073008702,06073008702,"Census Tract 87.02, San Diego County, California",34.1,3.1,33.4,4.6,34.6,3.8
1400000US06073008800,06073008800,"Census Tract 88, San Diego County, California",32.9,2.3,30.6,4.4,36.1,4.0
1400000US06073008901,06073008901,"Census Tract 89.01, San Diego County, California",33.8,2.7,33.4,3.8,35.3,4.3
1400000US06073008902,06073008902,"Census Tract 89.02, San Diego County, California",39.9,3.9,36.6,6.8,43.6,5.3
1400000US06073009000,06073009000,"Census Tract 90, San Diego County, California",33.1,3.2,31.6,1.7,33.7,4.7
1400000US06073009101,06073009101,"Census Tract 91.01, San Diego County, California",39.8,5.0,38.7,2.0,42.6,8.3
1400000US06073009102,06073009102,"Census Tract 91.02, San Diego County, California",31.2,1.4,31.5,1.6,30.7,4.3
1400000US06073009103,06073009103,"Census Tract 91.03, San Diego County, California",47.2,4.4,49.4,3.3,44.8,4.6
1400000US06073009104,06073009104,"Census Tract 91.04, San Diego County, California",46.9,2.8,48.1,3.5,46.0,6.0
1400000US06073009106,06073009106,"Census Tract 91.06, San Diego County, California",20.3,0.4,20.6,0.4,20.0,0.4
1400000US06073009107,06073009107,"Census Tract 91.07, San Diego County, California",30.7,2.7,29.2,2.3,33.8,7.4
1400000US06073009201,06073009201,"Census Tract 92.01, San Diego County, California",26.3,2.0,27.1,3.3,25.7,2.3
1400000US06073009202,06073009202,"Census Tract 92.02, San Diego County, California",37.7,2.6,38.0,3.8,37.5,3.5
1400000US06073009301,06073009301,"Census Tract 93.01, San Diego County, California",33.8,4.2,32.0,5.9,35.3,3.7
1400000US06073009304,06073009304,"Census Tract 93.04, San Diego County, California",31.1,1.4,34.2,3.1,29.5,2.1
1400000US06073009305,06073009305,"Census Tract 93.05, San Diego County, California",32.3,2.6,33.3,3.9,31.1,3.0
1400000US06073009306,06073009306,"Census Tract 93.06, San Diego County, California",32.2,1.9,30.0,3.5,36.6,2.8
1400000US06073009400,06073009400,"Census Tract 94, San Diego County, California",22.0,0.4,22.2,0.5,20.8,1.2
1400000US06073009502,06073009502,"Census Tract 95.02, San Diego County, California",34.6,3.6,32.9,2.3,38.5,6.8
1400000US06073009504,06073009504,"Census Tract 95.04, San Diego County, California",39.6,2.2,38.9,3.1,39.9,2.3
1400000US06073009505,06073009505,"Census Tract 95.05, San Diego County, California",44.6,2.6,43.4,3.5,45.3,1.8
1400000US06073009506,06073009506,"Census Tract 95.06, San Diego County, California",42.9,2.9,38.5,5.0,45.4,2.8
1400000US06073009507,06073009507,"Census Tract 95.07, San Diego County, California",37.5,4.2,35.7,4.3,40.2,6.0
1400000US06073009509,06073009509,"Census Tract 95.09, San Diego County, California",32.1,3.3,35.9,5.1,28.0,5.3
1400000US06073009510,06073009510,"Census Tract 95.10, San Diego County, California",18.7,3.3,19.0,6.1,17.6,5.1
1400000US06073009511,06073009511,"Census Tract 95.11, San Diego County, California",16.9,5.1,15.3,2.0,20.2,7.1
1400000US06073009602,06073009602,"Census Tract 96.02, San Diego County, California",46.6,1.7,44.9,3.9,48.3,3.0
1400000US06073009603,06073009603,"Census Tract 96.03, San Diego County, California",30.5,2.5,30.1,2.9,30.7,4.5
1400000US06073009604,06073009604,"Census Tract 96.04, San Diego County, California",39.7,4.7,32.2,9.0,44.4,3.6
1400000US06073009703,06073009703,"Census Tract 97.03, San Diego County, California",47.0,2.9,44.6,3.6,49.3,1.7
1400000US06073009704,06073009704,"Census Tract 97.04, San Diego County, California",43.5,4.7,39.3,2.1,46.7,3.6
1400000US06073009705,06073009705,"Census Tract 97.05, San Diego County, California",47.2,3.7,50.2,8.9,46.6,3.8
1400000US06073009706,06073009706,"Census Tract 97.06, San Diego County, California",49.7,5.4,44.9,5.5,51.9,3.9
1400000US06073009801,06073009801,"Census Tract 98.01, San Diego County, California",47.8,3.8,46.8,4.3,49.2,4.0
1400000US06073009802,06073009802,"Census Tract 98.02, San Diego County, California",40.5,4.8,40.2,5.9,41.1,7.2
1400000US06073009804,06073009804,"Census Tract 98.04, San Diego County, California",46.1,3.3,46.9,3.8,44.7,6.4
1400000US06073009805,06073009805,"Census Tract 98.05, San Diego County, California",39.4,4.1,32.6,6.3,44.2,3.9
1400000US06073009901,06073009901,"Census Tract 99.01, San Diego County, California",23.6,1.0,23.5,1.2,27.2,10.4
1400000US06073009902,06073009902,"Census Tract 99.02, San Diego County, California",24.0,0.8,24.5,1.0,22.3,2.3
1400000US06073010001,06073010001,"Census Tract 100.01, San Diego County, California",38.8,2.8,38.6,3.6,39.0,5.5
1400000US06073010003,06073010003,"Census Tract 100.03, San Diego County, California",35.2,2.4,33.0,3.2,36.7,7.3
1400000US06073010004,06073010004,"Census Tract 100.04, San Diego County, California",39.5,6.3,37.0,6.6,41.7,10.6
1400000US06073010005,06073010005,"Census Tract 100.05, San Diego County, California",31.9,3.7,26.6,1.9,37.1,4.5
1400000US06073010009,06073010009,"Census Tract 100.09, San Diego County, California",26.6,2.6,23.0,2.6,28.5,3.5
